Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Ford,2018,Mustang,Coupe,2018 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.7 L / 100 km,33434,Yellow / -,"Alexandria, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,62990
Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Manual,"4 cyl, 1.3 L",Front,Unleaded,6 L / 100 km,251945,Silver / -,"Minto, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,5750
Cupra,2022,Leon,Hatchback,2022 Cupra Leon VZX,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.8 L / 100 km,1000,Grey / Blue,"Chatswood, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,63990
Toyota,2012,Hilux,Ute / Tray,2012 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,218928,White / Black,"Minchinbury, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,24995
Volkswagen,2022,Tiguan,Liverpool Volkswagen New Cars,2022 Volkswagen Tiguan Allspace 110TSI Life,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,7.7 L / 100 km,21,White / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 7 Seats,51490
Skoda,2022,Kamiq,Alto Skoda Artarmon New Cars,2022 Skoda Kamiq Style 85TSI,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5 L / 100 km,1500,Black / Black/Grey,"Artarmon, NSW",3 cyl,SUV, 4 Doors, 5 Seats,37540
Toyota,2007,Hiace,USED Dealer ad,2007 Toyota Hiace AMBULANCE,USED,Automatic,-,Other,-,-,0,- / -,"West Ryde, NSW",-,Commercial,,,0
Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,65143,Blue / -,"Campbelltown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,8950
Toyota,2008,HiAce,Edward Lees Imports,2008 Toyota HiAce 2WD H/R 6 SEATS,USED,Automatic,-,Other,Unleaded,-,124289,White / Grey,"West Ryde, NSW",-,Commercial,,,31888
Toyota,2009,HiAce,Edward Lees Imports,2009 Toyota HiAce 4WD PETROL 5D SUPER GL,USED,Automatic,-,Other,-,-,184388,Silver / Grey,"West Ryde, NSW",-,Commercial,,,33888
Suzuki,2022,Swift,Peter Warren Suzuki,2022 Suzuki Swift GL S,NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,15,Red / Cloth,"Warwick Farm, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,27585
Volkswagen,2022,Multivan,Alto Volkswagen North Shore New Cars,2022 Volkswagen Multivan Edition TDI340 SWB,NEW,Automatic,"4 cyl, 2 L",Front,Diesel,6.6 L / 100 km,23,Silver / Titanium Black Cloth,"Chatswood, NSW",4 cyl,Wagon, 4 Doors, 7 Seats,95990
Volkswagen,2015,Amarok,Ute / Tray,2015 Volkswagen Amarok TDI420 Trendline (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.3 L / 100 km,173389,White / -,"Saint Marys, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28777
Porsche,2021,911,Coupe,2021 Porsche 911 Carrera,USED,Automatic,"6 cyl, 3 L",Rear,Premium,9.4 L / 100 km,14143,Black / Black,"Burwood, NSW",6 cyl,Coupe, 2 Doors, 4 Seats,295000
Volkswagen,2022,Amarok,Alto Volkswagen North Shore New Cars,2022 Volkswagen Amarok TDI580 W580SE 4Motion,NEW,Automatic,"6 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,30,White / Titanium Black & Ceramic,"Chatswood, NSW",6 cyl,Ute / Tray, 4 Doors, 5 Seats,107990
Land,2015,Rover,SUV,2015 Land Rover Range Rover Evoque TD4 Pure,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,87811,White / -,"Castle Hill, NSW",4 cyl,SUV, 5 Doors, 5 Seats,32888
Mazda,2007,CX-9,SUV,2007 Mazda CX-9 Classic,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,13 L / 100 km,147000,- / -,"Campsie, NSW",6 cyl,SUV, 4 Doors, 7 Seats,12951
Peugeot,2021,508,USED Dealer ad,2021 Peugeot 508 GT,USED,Automatic,-,Front,Premium,-,10108,Black / -,"Roselands, NSW",-,,,,49880
BMW,2015,225I,Hatchback,2015 BMW 225I Active Tourer Luxury Line,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.1 L / 100 km,46232,Blue / Black,"Five Dock, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,28990
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,114125,Grey / Cloth,"Elderslie, NSW",6 cyl,SUV, 4 Doors, 5 Seats,21999
Ford,2015,Ecosport,SUV,2015 Ford Ecosport Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.5 L / 100 km,102000,Black / -,"Camden, NSW",4 cyl,SUV, 4 Doors, 5 Seats,13995
Fiat,2015,Scudo,Commercial,2015 Fiat Scudo LWB,USED,Manual,"4 cyl, 2 L",Front,Diesel,7.4 L / 100 km,105561,White / -,"Blacktown, NSW",4 cyl,Commercial, 5 Doors, 3 Seats,19999
Toyota,1994,Supra,Edward Lees Imports,1994 Toyota Supra TURBO 1994,USED,Manual,-,Other,Unleaded,-,130251,Silver / Black,"West Ryde, NSW",-,Coupe,,,77888
Land,2016,Rover,SUV,2016 Land Rover Range Rover Evoque TD4 180 HSE Dynamic,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,157758,Grey / -,"Wollongong, NSW",4 cyl,SUV, 5 Doors, 5 Seats,29990
Subaru,2013,XV,SUV,2013 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,133878,Silver / -,"Camden, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19995
MG,2021,MG3,Hatchback,2021 MG MG3 Auto Excite (with Navigation),USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,33110,- / -,"West Gosford, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18888
Jaguar,2018,F-Pace,Southern Classic Cars Northside,2018 Jaguar F-Pace R-Sport,USED,Automatic,-,Other,Diesel,-,69939,White / Ebony Ebony/Ebony Light Oyster 'R-Sport',"Wollongong, NSW",-,Wagon,,,58990
Volvo,2023,XC60,Volvo Cars Sutherland New Cars,2023 Volvo XC60 Ultimate B5 Bright Mhev,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,7.6 L / 100 km,0,Black / -,"Kirrawee, NSW",4 cyl,SUV, 4 Doors, 5 Seats,102900
Audi,2019,A4,Sedan,2019 Audi A4 45 Tfsi Quattro S Tronic Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.3 L / 100 km,94068,Blue / Black,"Gosford, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,43480
Toyota,2019,C-HR,SUV,2019 Toyota C-HR Koba (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.5 L / 100 km,62099,Silver / Leather,"Tuggerah, NSW",4 cyl,SUV, 4 Doors, 5 Seats,31990
Hyundai,2011,I45,Sedan,2011 Hyundai I45 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,157484,White / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,12990
Toyota,2008,HiAce,Commercial,2008 Toyota HiAce LWB,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8.8 L / 100 km,231000,- / -,"Wollongong, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,19999
Toyota,2015,HiAce,Payless Auto Wholesale,2015 Toyota HiAce,USED,Automatic,-,Rear,Unleaded,-,128700,- / -,"Wollongong, NSW",-,Commercial, 8 Seats,,31999
Maserati,2009,Granturismo,Coupe,2009 Maserati Granturismo S,USED,Automatic,"8 cyl, 4.7 L",Rear,Premium,16.6 L / 100 km,61112,Black / -,"Five Dock, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,84999
Ford,2021,F,Southern Classic Cars Albion Park,2021 Ford F 150 XLT,USED,Automatic,-,Other,Premium,-,1500,Black / Black,"Albion Park Rail, NSW",-,Ute / Tray,,,149990
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7 L / 100 km,66131,Blue / -,"Tuggerah, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,43990
Hyundai,2015,Tucson,SUV,2015 Hyundai Tucson Elite (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,123927,Blue / -,"Tuggerah, NSW",4 cyl,SUV, 4 Doors, 5 Seats,25990
Volkswagen,2022,T-Cross,Sydney City Volkswagen New,2022 Volkswagen T-Cross 85Tfsi Style,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,2200,Blue / Black/Grey,"Mascot, NSW",3 cyl,SUV, 4 Doors, 5 Seats,34990
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6 L / 100 km,48132,Grey / -,"Tuggerah, NSW",6 cyl,Wagon, 4 Doors, 8 Seats,42990
Volkswagen,2022,Tiguan,Liverpool Volkswagen New Cars,2022 Volkswagen Tiguan Allspace 132TSI Life,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,8.9 L / 100 km,21,Grey / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 7 Seats,54990
Ford,2020,Escape,SUV,2020 Ford Escape Vignale (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,40636,Blue / -,"Tuggerah, NSW",4 cyl,SUV, 4 Doors, 5 Seats,44990
Holden,2014,Colorado,SUV,2014 Holden Colorado 7 LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,215017,White / -,"Windang, NSW",4 cyl,SUV, 4 Doors, 7 Seats,22888
Volkswagen,2022,T-Cross,Liverpool Volkswagen New Cars,2022 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,765,Grey / -,"Liverpool, NSW",3 cyl,SUV, 4 Doors, 5 Seats,34990
GWM,2023,Haval,Shellharbour GWM Haval,2023 GWM Haval Jolion Premium,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,15,White / Black,"Albion Park Rail, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28490
Nissan,2011,Elgrand,Payless Auto Wholesale,2011 Nissan Elgrand,USED,Automatic,-,Front,Unleaded,-,179900,- / -,"Wollongong, NSW",-,Commercial, 8 Seats,,17999
Toyota,2014,Yaris,Hatchback,2014 Toyota Yaris YRX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.3 L / 100 km,98357,Black / Blck,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,17990
Hyundai,2016,Accent,Hatchback,2016 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,33626,Silver / -,"Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Holden,2015,Captiva,SUV,2015 Holden Captiva 7 LTZ (4X4),USED,Automatic,"6 cyl, 3 L",AWD,Unleaded,10.1 L / 100 km,84557,Silver / -,"Windang, NSW",6 cyl,SUV, 4 Doors, 7 Seats,16588
BMW,2007,X5,SUV,2007 BMW X5 3.0SI,USED,Automatic,"6 cyl, 3 L",4WD,Premium,11.7 L / 100 km,207192,Silver / -,"Campbelltown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,12950
Datsun,1979,Stanza,USED Dealer ad,1979 Datsun Stanza GL,USED,Manual,-,Rear,Unleaded,-,99999,- / -,"Mittagong, NSW",-,,,,29888
Honda,2017,HR-V,Wollongong Mazda,2017 Honda HR-V VTi-S,USED,Automatic,-,Front,Unleaded,-,90192,Blue / -,"Wollongong, NSW",-,Hatchback,,,24990
GWM,2022,Haval,Shellharbour GWM Haval,2022 GWM Haval Jolion LUX,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,15,White / Black,"Albion Park Rail, NSW",4 cyl,SUV, 4 Doors, 5 Seats,36990
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.5 L / 100 km,168954,White / -,"Saint Marys, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,31777
Jeep,2018,Grand,SUV,2018 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,61418,Silver / Grey,"Yallah, NSW",6 cyl,SUV, 4 Doors, 5 Seats,41950
Audi,2020,Q3,SUV,2020 Audi Q3 35 Tfsi,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,19300,Grey / Black/Black,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,49990
Mitsubishi,2023,Triton,McGrath Mitsubishi Liverpool New Cars,2023 Mitsubishi Triton GLS (4X4),DEMO,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,13,White / -,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,56430
GWM,2022,Haval,Shellharbour GWM Haval,2022 GWM Haval Jolion Ultra Hybrid,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,5 L / 100 km,15,Red / -Le02,"Albion Park Rail, NSW",4 cyl,SUV, 4 Doors, 5 Seats,38990
Audi,2020,R8,Coupe,2020 Audi R8 V10 Performance Quattro,USED,Automatic,"10 cyl, 5.2 L",AWD,Premium,13.4 L / 100 km,2420,Grey / Black,"Wollongong, NSW",10 cyl,Coupe, 2 Doors, 2 Seats,436900
Volvo,2010,Xc,Mr Car,2010 Volvo Xc 60 DZ LE Wagon 4dr Geartronic 6sp AWD 3.2i,USED,Automatic,-,Other,Unleaded,-,159932,Black / -,"Rouse Hill, NSW",-,Wagon,,,11999
Jaguar,2017,F-Pace,SUV,2017 Jaguar F-Pace 20D Prestige RWD,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.1 L / 100 km,44205,Grey / Black,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47500
Land,2018,Rover,SUV,2018 Land Rover Range Rover Vogue SDV6 (202KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.9 L / 100 km,85523,White / Beige,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,136990
Ford,2011,Fiesta,Hatchback,2011 Ford Fiesta Zetec,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,96391,Grey / Grey,"Yagoona, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,9999
Porsche,1978,911,Convertible,1978 Porsche 911 SC,USED,Manual,"6 cyl, 3 L",Rear,Leaded,0 L / 100 km,145600,Blue / -,"Medlow Bath, NSW",6 cyl,Convertible, 2 Doors, 4 Seats,97500
Jaguar,2020,E-Pace,Southern Classic Cars - New & Demo,2020 Jaguar E-Pace P250 Chequered FLG AWD (183KW),NEW,Automatic,"4 cyl, 2 L",AWD,Premium,7.7 L / 100 km,12,Grey / -,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,0
Suzuki,2022,S-Cross,Peter Warren Suzuki,2022 Suzuki S-Cross Allgrip,NEW,Automatic,"4 cyl, 1.4 L",AWD,Premium,6.2 L / 100 km,25,Black / Black,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 5 Seats,41990
BMW,2010,X1,Mr Car,2010 BMW X1 E84 sDrive18i Wagon 4dr Steptronic 6sp 2.0i (Sep),USED,Automatic,-,Other,Unleaded,-,177272,Black / -,"Rouse Hill, NSW",-,Wagon,,,13999
Hyundai,2023,Tucson,Kloster Hyundai Hamilton - New,2023 Hyundai Tucson Elite (awd),DEMO,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.1 L / 100 km,927,Silver / -,"Hamilton East, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47950
Mercedes-Benz,2012,C-CLASS,Mr Car,2012 Mercedes-Benz C-CLASS C204 BlueEFFICIENCY Coupe 2dr 7G-TRONIC 7sp 1.8T,USED,Automatic,-,Other,Unleaded,-,179583,Grey / -,"Rouse Hill, NSW",-,Coupe,,,15999
Skoda,2022,Kamiq,Newcastle Skoda New,2022 Skoda Kamiq Monte Carlo 110TSI,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,5.6 L / 100 km,21,White / -,"Hamilton East, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47990
LDV,2022,T60,Glendale LDV New,2022 LDV T60 MAX Luxe (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.3 L / 100 km,3,- / -,"Glendale, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43674
Volkswagen,2018,Passat,Sedan,2018 Volkswagen Passat 132 TSI,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6 L / 100 km,89339,White / Black,"Cabramatta, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,21990
Toyota,2021,Camry,Sedan,2021 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,6.8 L / 100 km,15112,Silver / -,"McDougalls Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,34990
Skoda,2022,Superb,Sydney City Skoda,2022 Skoda Superb Style,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,7.2 L / 100 km,4765,White / Style,"Mascot, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,54990
Skoda,2022,Scala,Newcastle Skoda New,2022 Skoda Scala Ambition 85TSI,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,495,Grey / -,"Hamilton East, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,32990
Kia,2008,Carnival,Wagon,2008 Kia Carnival EX,USED,Automatic,"6 cyl, 2.7 L",Front,Unleaded,11 L / 100 km,167293,- / -,"Cabramatta, NSW",6 cyl,Wagon, 4 Doors, 8 Seats,8990
Hyundai,2023,Santa,Highway Ford and Hyundai New,2023 Hyundai Santa FE Active Crdi (awd),DEMO,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,13,White / -,"Rutherford, NSW",4 cyl,SUV, 4 Doors, 7 Seats,57350
Hyundai,2019,Sonata,Sedan,2019 Hyundai Sonata Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,111834,White / Grey,"Cardiff, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19888
Ford,2015,Everest,SUV,2015 Ford Everest Titanium,USED,Automatic,"5 cyl, 3.2 L",AWD,Diesel,8.5 L / 100 km,75210,Red / -,"South Nowra, NSW",5 cyl,SUV, 4 Doors, 7 Seats,41990
Audi,2009,A5,Mr Car,2009 Audi A5 TDI QUATTRO 3.0L Turbo Diesel 4WD Coupe,USED,Automatic,-,Other,Diesel,-,114429,Silver / -,"Rouse Hill, NSW",-,Coupe,,,18999
Skoda,2022,Kamiq,SUV,2022 Skoda Kamiq Monte Carlo,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.6 L / 100 km,142,Red / -,"Maryville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,41990
Nissan,2018,X-Trail,SUV,2018 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,64340,White / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 7 Seats,28950
Mitsubishi,2016,Pajero,SUV,2016 Mitsubishi Pajero Sport Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,129668,White / -,"Glendale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,36990
Isuzu,2018,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.5 L / 100 km,167342,White / Grey,"Cardiff, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,23990
Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,241642,White / -,"Penrith, NSW",6 cyl,SUV, 4 Doors, 5 Seats,14950
Kia,2020,Sorento,SUV,2020 Kia Sorento GT-Line 7 Seat,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,56385,White / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 7 Seats,56990
Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail ST (4WD) (5YR),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,97660,Silver / Grey,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27888
BMW,2010,5,USED Dealer ad,2010 BMW 5 Series 28i,USED,Automatic,-,Other,Unleaded,-,184103,Black / -,"Rouse Hill, NSW",-,,,,18999
Toyota,2018,Camry,Sedan,2018 Toyota Camry SL,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,63399,White / Black,"Gateshead, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,38990
Skoda,2022,Kamiq,Newcastle Skoda New,2022 Skoda Kamiq Style 85TSI,NEW,Automatic,"3 cyl, 1 L",Front,Premium,5 L / 100 km,18,Red / -,"Hamilton East, NSW",3 cyl,SUV, 4 Doors, 5 Seats,37990
Fiat,2018,Ducato,Hills Motor Group,2018 Fiat Ducato Mid Roof MWB Comfort-matic,USED,Automatic,-,Front,Diesel,-,24355,Yellow / -,"Blacktown, NSW",-,Commercial,,,38888
Holden,2011,Captiva,SUV,2011 Holden Captiva 7 SX (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.1 L / 100 km,181590,Silver / -,"Belmont, NSW",4 cyl,SUV, 4 Doors, 7 Seats,10990
Holden,2014,Colorado,Ute / Tray,2014 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,158262,White / Black,"Mayfield West, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,25990
Audi,2009,A3,Mr Car,2009 Audi A3 8P Ambition CABRIOLET 2dr Man 6sp 2.0T,USED,Manual,-,Front,Unleaded,-,172149,Grey / -,"Rouse Hill, NSW",-,Convertible,,,11999
Isuzu,2019,D-MAX,Ute / Tray,2019 Isuzu D-MAX LS-U (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,76027,White / -,"Bathurst, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,48990
Honda,2018,CR-V,SUV,2018 Honda CR-V VTI-LX (awd),USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.4 L / 100 km,88253,White / Black,"Cessnock, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28679
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,217308,White / Cloth,"Elderslie, NSW",6 cyl,SUV, 4 Doors, 5 Seats,18990
Ford,2022,F,NEW In stock,2022 Ford F 150,NEW,Automatic,-,Other,Premium,-,200,White / -,"Beresfield, NSW",-,Ute / Tray, 5 Seats,,194990
Hyundai,2023,Palisade,Cardiff Honda Hyundai - New,2023 Hyundai Palisade Elite (7 Seat),DEMO,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,16,Black / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 7 Seats,76350
Toyota,2014,Kluger,SUV,2014 Toyota Kluger GX (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,10.6 L / 100 km,134554,White / -,"Mcgraths Hill, NSW",6 cyl,SUV, 4 Doors, 7 Seats,26880
Toyota,2022,C-HR,SUV,2022 Toyota C-HR GXL (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6.4 L / 100 km,92,White / -,"Rutherford, NSW",4 cyl,SUV, 4 Doors, 5 Seats,38990
Kia,2020,Sportage,SUV,2020 Kia Sportage S (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,58374,White / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30990
Nissan,2014,Juke,SUV,2014 Nissan Juke ST (fwd),USED,Manual,"4 cyl, 1.6 L",Front,Premium,6 L / 100 km,61783,Grey / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14950
Mazda,2023,CX-5,"02 **** ****
",2023 Mazda CX-5,NEW,-,-,Other,Unleaded,-,0,White / -,"Wickham, NSW",-,Wagon,,,0
Suzuki,2022,Vitara,Kloster Suzuki - New,2022 Suzuki Vitara Turbo Allgrip,DEMO,Automatic,"4 cyl, 1.4 L",AWD,Premium,6.2 L / 100 km,4072,Silver / -,"Hamilton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,39990
Mercedes-Benz,2013,C250,Sedan,2013 Mercedes-Benz C250 CDI Avantgarde,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,5.1 L / 100 km,81766,Grey / Black,"Sylvania, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,22990
Land,2020,Rover,SUV,2020 Land Rover Range Rover Autobiograph P525 LWB (386KW),USED,Automatic,"8 cyl, 5 L",AWD,Premium,12.8 L / 100 km,24851,Grey / -,"Mayfield West, NSW",8 cyl,SUV, 4 Doors, 5 Seats,219990
Holden,2013,Colorado,Ute / Tray,2013 Holden Colorado LX (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.9 L / 100 km,275332,White / -,"Hamilton North, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,12990
Toyota,2004,Corolla,Wagon,2004 Toyota Corolla Conquest,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,236450,- / -,"Smithfield, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,6999
Hyundai,2023,Tucson,Kloster Hyundai Hamilton - New,2023 Hyundai Tucson Highlander (fwd),NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,8.1 L / 100 km,16,Silver / -,"Hamilton East, NSW",4 cyl,SUV, 4 Doors, 5 Seats,52200
Mazda,2023,CX30,"02 **** ****
",2023 Mazda CX30,NEW,-,-,Other,Unleaded,-,12,White / -,"East Maitland, NSW",-,Wagon,,,43294
Volkswagen,2011,Golf,Hatchback,2011 Volkswagen Golf 77 TSI,USED,Manual,"4 cyl, 1.2 L",Front,Premium,6.4 L / 100 km,218850,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4) Blackline,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,42160,Black / -,"Hamilton East, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,42990
